shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
Da3oOnjPRXP,https://www.instagram.com/reel/Da3oOnjPRXP/,clips,2026-07-16T21:41:16.000Z,1784238076,,562,29,,Dirigindo e falando no celular  Quase me atropelou 😡😤,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.82787-15/749419643_18360942298240868_1225855296689812065_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=Mzk0Mjc5NjkyNTE4NjQxNDAzMTE4MzYwOTQyMjk1MjQwODY4.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=ZBSDgtCqBxkQ7kNvwGCq2I0&_nc_oc=Adr5eASj1YIguNjkorDha2snnDUPs3hEJRG2DvbzVZbOkKdVLji5nzyjH9iF_4s65uo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=9G_P-JX23Og-NrxhGIZjvA&_nc_ss=7a22e&oh=00_AQATvLaNs7bIqXYGbXUdWPx2jd3FFn-RqjxLe79Y9WYYiw&oe=6A6597F9
Da3FymaP0gH,https://www.instagram.com/reel/Da3FymaP0gH/,clips,2026-07-16T16:40:18.000Z,1784220018,,123,3,,Só eu que tenho a sensação que tem 3 anos dentro de 3 meses? 🤣,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/746615453_1431961052094792_4554257560383746618_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=Mzk0MjY0NTQ2NjIzNTA5NTA0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=FbPvO5eNP3QQ7kNvwHFSTAb&_nc_oc=AdrZwheC5Qf4VbceqGhqSsmOqBHrd_MbUb7hJBBb2T-p92iLyNtHVKZYaxf7-d_vMCk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=9G_P-JX23Og-NrxhGIZjvA&_nc_ss=7a22e&oh=00_AQCODkUUegGVxHOa7MpQh8k7JHo6ZExN3anRqr6E_yj0Xg&oe=6A65834E
Da2zktFhR5E,https://www.instagram.com/reel/Da2zktFhR5E/,clips,2026-07-16T14:00:07.000Z,1784210407,,361,105,,Top 5 - Velha guarda do Marketing Digital,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/748741057_1592673679185544_2190434190842789226_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzk0MjU2NTM0NjQ5MzY2ODkzMjk5OTgwMjg2NjIxNTg4NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=barxKreXamkQ7kNvwEKqsKB&_nc_oc=Adrx4EZLcOoi7Z8V18ePfyZT0rPFjYJDgRS52QIgBIisc6V8MyQcN5J6QfdNCypVk5w&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQDDWqtUpChwZ6oL-hoQjzZF_l0kgxH-KrO8cCwOdlTrOA&oe=6A65AB8A
Da2u-SqPrk3,https://www.instagram.com/reel/Da2u-SqPrk3/,clips,2026-07-16T13:21:18.000Z,1784208078,,970,52,,Comece a postar como se você já tivesse 1 milhão de seguidores,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.82787-15/747827148_18360878032240868_1898334563305203546_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk0MjU0NTExNDU5MjYyMjkwMzE4MzYwODc4MDI2MjQwODY4.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=vQbUgoGo5GQQ7kNvwFxBP2B&_nc_oc=AdrRP9X7erAf4Lgus4nG3FEtikuI5K4txlBLh_s3RMS5BjOjV9NduBcmgOv-DVL7m84&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQDBUTnFxOi_cMVFg6xJ9WtuOnrQbFcGx42R71mfZg8k3A&oe=6A658BC8
Da2YDjUhDBv,https://www.instagram.com/reel/Da2YDjUhDBv/,clips,2026-07-16T10:00:05.000Z,1784196005,,1172,33,,Ninguém consegue ganhar de uma pessoa que está se divertindo no processo,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/749042098_1022916623864974_4982098404033826330_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=106&ig_cache_key=Mzk0MjQ0NDMyMTAwOTMxNTk1MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5oZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=7AcaFwHr35AQ7kNvwE1PWc0&_nc_oc=Adoufbu4rvxKsRBcYzk792eT1R8RHE-7rB4VJXGZuzNcoTadoVIkVSLFOpcJdLmptkk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQC-zzNWpUQSvas3PZRQ0MWN6PL4fbdOcxd_oHqdYx0kEA&oe=6A6582BD
Da1BIdJvMdC,https://www.instagram.com/reel/Da1BIdJvMdC/,clips,2026-07-15T21:21:32.000Z,1784150492,,1264,119,,Copa do mundo foi comprada pra Argentina ganhar,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/746327187_1553373792853493_6603817949304425109_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=Mzk0MjA2MjAyNzkzNjk0MTg5MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Ns4gWNCaHNQQ7kNvwFSbntC&_nc_oc=Adr6cYuPW_Iaf9I6ht2Mx59J3TnIYxd-owGOxqIZ_bYxz3XlCoQWtT_mlQkjSk8GsnI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQAgwqXkg9bk__3lGZfOYyI-UqZ8MW3_ANlCLtKGZha2vQ&oe=6A65AEE5
Da0ci8lhzUN,https://www.instagram.com/reel/Da0ci8lhzUN/,clips,2026-07-15T16:00:06.000Z,1784131206,,104,9,,Top 5 Bandas dos anos 90,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/746528732_2452012628621091_3081291871470183839_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzk0MTkwMTEyMDY3NDY3MzkzMw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=4hSZlJsx2z8Q7kNvwFpwzJ6&_nc_oc=Adp9KMbmsWmBgaDaOz_18SKcPqSWs_NnQXIbcW1Kssg2eefLnNERSZhkNJP2ycKTTyA&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQB6pzydWlXKrG5UqRcUS3AnjPNSQkddP1FA8wUHvlLSPg&oe=6A65B902
Da0OJZnhCPJ,https://www.instagram.com/reel/Da0OJZnhCPJ/,clips,2026-07-15T13:55:05.000Z,1784123705,,212,5,,"Quem se diverte no processo, sempre vence no longo prazo",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/746615543_974402005618133_2848045066545639934_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk0MTgzNzc5MjQ4ODk4OTY0MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=I4CQB-FvWD4Q7kNvwHlRSb6&_nc_oc=AdreBlK9aQrzHExlmQoh5zfCj35A6UqQER1tdE8Z3evTpF6ftV6XgEloA0cBae7Vo1s&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQDvMyqUUpRu5B0gGic4cGZHPNc2urCcDfywwBYizlLhxg&oe=6A659006
Da0BBEBBJJn,https://www.instagram.com/reel/Da0BBEBBJJn/,clips,2026-07-15T12:00:07.000Z,1784116807,,258,75,,Segue o @michamenezes pra aprender a produzir conteúdo mais leve e autênticos,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.82787-15/747536428_18360648025240868_1828193419680593221_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=Mzk0MTc4MDA0NDkzNDA1ODU5OTE4MzYwNjQ4MDIyMjQwODY4.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=BshO3xKxflAQ7kNvwFzd8xY&_nc_oc=Adqc1ESBozlvR8xCLKtWeX6xTU9Cixz2bjpCT04TQVg9RMCs4mr-IRnpwYrPe3yI6i8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQCyxN6gvpUmI0Xoi7t9C4l_PtspEJ1iSVyY0CQJ886PMA&oe=6A65938E
Daz-SdtPmN3,https://www.instagram.com/reel/Daz-SdtPmN3/,clips,2026-07-15T11:41:26.000Z,1784115686,,1333,81,,Apenas continue,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.82787-15/747105282_18360715321240868_1440239286765625265_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=Mzk0MTc2ODA0NjYxMTE2MTk3NTE4MzYwNzE1MzA2MjQwODY4.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=d4M5ZLdRS-UQ7kNvwGbUQ6W&_nc_oc=AdpLwcbhqaq7HLdfzALbWQkoEMIQfozM_mSz-ofOXf1d7BgQCTAmHltogszk4jLHtMk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=d4TuerVdg4OkHCHTkcOD5g&_nc_ss=7a22e&oh=00_AQBcOq9pjjMkqqbAhiUIujmu7HwklF-rCp5gg4OiRwJXtw&oe=6A659C4E
DaydZx3PSkm,https://www.instagram.com/reel/DaydZx3PSkm/,clips,2026-07-14T21:30:52.000Z,1784064652,,69,0,,Já segue o @michamenezes pra aprender a produzir conteúdos que vendem,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.82787-15/746878145_18360635629240868_3662809880880278398_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=Mzk0MTM0MTkzODc3ODQ1MDIxNDE4MzYwNjM1NjI2MjQwODY4.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEzMjAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=Vus7Pdbuvq0Q7kNvwGIT9yq&_nc_oc=AdpsqNgyTAw_E0bhXSIgXQanYmB0EfQQqoy5fphA1Y0fKsg7Gogwirfnd8v8y2FO3oc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=4uIuTHkR1wmllxXXN5sXJw&_nc_ss=7a22e&oh=00_AQA3dMJGBNJWLnMWHwG_3ncAyGhG1GbDEAc5dxqMaV2HiQ&oe=6A65A81B
DayCUHWvWZQ,https://www.instagram.com/reel/DayCUHWvWZQ/,clips,2026-07-14T17:34:27.000Z,1784050467,,227,6,,Segue o @michamenezes pra aprender a produzir conteúdos mais leves e autênticos,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/746761563_1366957665539443_6028235668225291755_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzk0MTIyMjgwMjI4Mjg2NjI1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Tx8UJIYtVM4Q7kNvwE8-vMY&_nc_oc=AdqdVYuKO8GhgbOZkH9UXzJDj0jsedWUUurFLcN8UmWSflYNuWkvnr_HH_XJqB0Mbj8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=4uIuTHkR1wmllxXXN5sXJw&_nc_ss=7a22e&oh=00_AQBftAFETcIRuuJ2cYvyH9oOcArU2zlOI6U5gMpg4oB2Dg&oe=6A658684
